dwr_id,dau,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,Developed High Intensity,"Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Perennial Ice/Snow,Shrub/Scrub,Woody Wetlands
157_97,244,,0.96,,,0.01,0.00,0.02,,,,,,0.01,,,
157_98,237,0.01,0.92,,,0.03,0.00,0.04,,,,,,,,,
157_98,244,,0.95,,,0.02,,0.03,,,,,,,,,
157_99,237,0.00,0.95,,0.00,0.01,0.00,0.03,,,,,0.00,0.00,,,
157_99,244,,0.95,,,0.02,,0.03,,,,,,,,,
15_80,001,,,,,,,,,0.80,0.02,,,,,0.18,
15_80,130,,,,,,,,,1.00,,,,,,,
15_80,132,0.00,,,,,,,0.06,0.70,0.13,,,,,0.10,
15_81,001,,,,,,,,,0.68,0.17,,,,,0.16,
158_100,237,0.00,0.91,,0.00,0.01,0.01,0.02,,,0.00,,,0.05,,,
158_100,244,,0.92,,,0.03,,0.05,,,,,,,,,
158_101,237,0.00,0.87,,0.00,0.01,0.01,0.02,,,0.00,,0.00,0.09,,,
158_102,237,0.00,0.60,,,0.01,0.01,0.03,,,0.03,,0.00,0.32,,,
158_103,237,0.00,0.44,,,0.01,0.01,0.03,,,0.02,,,0.49,,,
158_104,237,0.00,0.49,,0.00,0.03,0.03,0.04,0.00,,0.01,,,0.39,,,
158_105,237,0.00,0.50,,,0.00,0.00,0.08,,,0.06,,,0.35,,,
158_106,237,0.00,0.69,,,0.00,,0.05,,,0.01,,,0.25,,,
158_106,238,0.01,0.89,,,,,,,,,,,0.09,,,
158_107,235,,0.76,,,0.00,,0.06,,,0.03,,,0.15,,,
158_107,237,0.01,0.74,0.00,,0.03,0.01,0.05,0.00,,0.01,,0.01,0.15,,,0.00
158_107,238,0.01,0.77,,,,,0.03,,,0.01,,0.02,0.15,,,0.00
158_108,235,0.00,0.79,,,0.00,0.00,0.03,,,0.01,,,0.17,,0.00,0.00
158_108,237,0.02,0.47,,,0.20,0.08,0.03,,,0.04,,0.00,0.15,,,
158_108,238,0.01,0.80,,,,0.00,0.03,,,0.02,,0.00,0.13,,,0.00
158_109,235,,0.77,,,0.03,0.01,0.06,,,0.01,,,0.12,,,0.00
158_109,236,,0.81,,,0.00,,0.04,,,0.03,,,0.12,,,
158_109,238,0.00,0.82,,,0.00,0.00,0.04,,,0.03,,,0.10,,,0.00
158_110,236,0.00,0.89,,,,,0.02,,,0.05,,,0.04,,,
158_110,238,0.00,0.80,0.00,,0.00,,0.03,,,0.03,,0.00,0.13,,,
158_111,238,,0.99,,,,,0.01,,,,,,,,,
158_111,239,0.00,0.94,,,0.00,0.00,0.02,,,0.00,,,0.04,,,
158_112,239,0.00,0.79,,0.00,0.01,0.02,0.05,,,0.00,,0.00,0.11,,,
158_112,242,,0.76,,,,0.02,0.03,,,,,,0.19,,,
15_81,130,,,,,,,,0.11,0.43,0.28,,,,,0.18,
15_81,132,,,,,,,,,0.77,0.12,,,,,0.11,
158_113,239,,0.88,,,0.01,0.00,0.02,,,0.03,,,0.07,,,
158_113,242,,0.24,,,,0.01,0.02,,,0.54,,0.01,0.18,,,
158_114,239,0.01,0.69,,,0.01,,0.04,,,0.08,,0.01,0.17,,,
158_114,242,0.00,0.56,,,0.01,,0.02,,,0.26,,0.00,0.15,,,
158_115,239,0.01,0.56,,,,,0.03,,,0.28,,0.00,0.13,,,
158_115,242,0.00,0.70,,,,,0.00,,,0.07,,0.00,0.22,,,
158_116,239,0.00,0.42,,,0.02,0.01,0.06,,,0.32,,,0.18,,,
158_116,242,0.01,0.81,,,0.01,,0.03,,,0.02,,0.00,0.13,,,
158_117,239,,0.79,,,0.01,,0.04,,,0.03,,,0.13,,,
158_117,242,,0.90,,,0.01,,0.03,,,0.03,,,0.03,,,
158_118,242,0.00,0.91,,,0.03,0.00,0.04,,,0.01,,0.00,0.00,,,0.00
158_119,242,0.00,0.83,,0.00,0.02,,0.05,,,0.10,,,,,0.00,
158_120,223,,0.16,,,,,0.16,,0.01,0.61,,,,,0.06,
158_120,242,0.01,0.61,0.00,0.00,0.04,0.01,0.06,,,0.27,,,,,0.00,
158_121,223,,0.10,,,0.00,,0.02,,,0.65,,,,,0.22,
158_121,242,0.00,0.28,,0.01,0.10,0.07,0.09,,,0.32,,0.01,,,0.12,
158_122,223,,0.00,,,0.00,,0.01,,,0.83,,,,,0.16,
158_122,242,,0.05,,,0.00,,0.05,,,0.61,,0.03,0.03,,0.22,0.01
158_123,223,,,,,,,,,0.01,0.82,,,,,0.17,
158_123,224,,,0.00,,,,,,0.08,0.67,,0.11,,,0.14,0.01
158_123,242,,,0.00,,0.01,,0.02,,,0.69,,0.05,,,0.13,0.09
158_124,224,,,0.02,,0.00,,0.00,,0.15,0.67,,0.03,,,0.13,0.00
158_125,224,,,0.02,,0.01,0.00,0.04,0.00,0.17,0.51,,0.01,,,0.23,
158_126,224,,,0.10,,,,,0.00,0.23,0.36,,,,,0.31,
158_127,224,,,0.03,,,,,,0.47,0.00,0.05,,,,0.45,
158_128,224,,,0.03,,,,,,0.40,0.01,0.01,,,,0.55,
158_129,224,,,0.04,,,,,,0.64,0.00,0.01,,,,0.30,
158_130,224,0.01,,0.02,,,,,,0.91,0.00,0.01,,,,0.06,
158_131,224,0.33,,,,,,,,0.55,0.00,,0.00,,,0.12,
158_132,224,0.31,,,,,,,,0.37,0.00,,0.01,,,0.31,
158_133,224,0.78,,,,,,,,0.02,0.01,,0.03,,,0.16,
158_133,229,0.58,,,,,,,,0.26,0.02,,0.01,,,0.14,
158_134,229,0.44,,,,,,,,0.26,0.03,,0.01,,,0.26,
158_135,229,0.17,,,,,,,,0.51,0.06,,,,,0.26,
158_136,229,0.02,,,,,,,,0.41,0.03,,,,,0.55,
158_137,229,0.16,,,,,,,,0.50,0.02,,,,,0.32,
158_138,229,0.08,,,,,,,,0.61,0.02,,0.01,,,0.28,
158_139,229,0.04,,,,,,,0.01,0.54,0.04,,,,,0.36,
158_140,229,0.06,,,,,,,0.00,0.43,0.07,,,,,0.44,
158_140,278,0.52,,,,,,,,0.38,,,,,,0.10,
158_141,229,0.05,,,,,,,0.01,0.26,0.12,,,,,0.56,
158_141,278,0.10,,,,,,,0.01,0.75,0.01,,,,,0.14,
158_142,229,0.01,,,,,,,0.00,0.52,0.05,,,,,0.42,
158_142,278,0.03,,,,,,,0.00,0.59,0.02,,,,,0.36,
158_143,278,0.01,,0.00,,,,,,0.63,0.01,0.00,,,,0.34,0.00
158_144,278,0.00,,0.00,,,,,,0.11,,0.00,,,,0.89,
158_145,278,0.06,,,,0.00,,0.03,,0.00,0.01,,0.11,,,0.77,0.02
158_146,278,0.42,,,,,,,,,0.01,,,,,0.57,
158_147,278,0.69,,,,,,,,,,,0.17,,,0.14,
158_148,278,0.71,,,,0.00,0.00,0.00,,,,,0.12,,,0.17,
158_149,278,0.03,,,,0.02,0.00,0.01,,,,,,,,0.94,
158_150,278,0.00,,,,0.01,,,,,,,,,,0.99,
158_150,279,,,,,,,,,,,,,,,1.00,
158_151,278,,,,,,,,,,,,,,,1.00,
158_151,279,,,,,,,,,,,,,,,1.00,
158_151,298,,,,,,,,,,,,,,,1.00,
158_152,279,,,,,,,,,,,,,,,1.00,
158_152,298,,,,,,,,,,,,,,,1.00,
158_153,298,,,,,0.00,,0.01,,,0.00,,,,,0.98,
158_154,298,,,,,,,,,,,,,,,1.00,
158_155,298,,,,,,,,,,,,,,,1.00,
158_156,298,0.00,,,,,,,,,,,,,,1.00,
158_157,298,,,,,,,,,,,,,,,1.00,
158_158,298,0.21,,,,,,,,,,,,,,0.79,
158_159,298,0.07,,,,,,,,,,,,,,0.93,
158_160,298,0.04,,,,,,,,,,,,,,0.96,
158_161,285,0.00,,,,0.00,,0.01,,,,,,,,0.98,
158_161,298,0.02,,,,0.00,,0.01,,,,,,,,0.97,
158_162,285,,,,,0.00,,0.00,,0.00,,,,,,1.00,
158_162,298,0.00,,,,,,,,,,,,,,1.00,
158_163,285,,,,,0.00,,0.00,,0.00,,,,,,1.00,
158_163,298,,,,,,,,,,,,,,,1.00,
158_164,285,0.00,,,,0.00,,0.02,,,,,,,,0.98,
158_165,285,,,,,,,,,,0.00,,,,,1.00,
158_166,285,0.01,,,,,,,,,,,,,,0.99,
158_167,285,,,,,,,,,,,,,,,1.00,
158_168,285,,,,,,,,,,,,,,,1.00,
158_169,285,0.11,,,,,,,,,,,,,,0.89,
158_170,285,0.37,,,,,,,,,,,,,,0.63,
158_171,285,0.33,,,,0.01,0.00,0.00,,,0.00,,,,,0.65,
158_172,285,0.08,,,,,,,,,,,,,,0.92,
158_172,287,0.31,,,,0.01,,0.00,,,,,,,,0.68,
158_173,285,0.06,,,,,,,,,,,,,,0.94,
158_173,287,0.25,,,,0.02,0.00,0.00,,,,,,,,0.73,
158_174,287,0.01,,,,0.00,,0.00,,,,,,,,0.98,
158_175,287,0.00,,,,0.01,,0.01,,,,,,,,0.98,
158_176,287,0.00,,,,,,,,,,,,,,1.00,
158_176,288,,,,,,,,,,,,,,,1.00,
158_177,287,,,,,,,,,,,,,,,1.00,
158_177,288,0.00,,,,,,,,,,,,,,1.00,
158_178,288,,,,,,,,,,,,,,,1.00,
158_179,288,0.00,,,,,,,,,,,,,,1.00,
158_180,288,0.01,,,,,,,,,,,,,,0.99,
158_181,288,0.00,,,,0.01,0.00,0.00,,,,,,,,0.98,
158_181,no data,0.00,,,,,,,,,,,,,,1.00,
158_182,288,0.28,,,,,,,,,,,,,,0.72,
158_182,no data,0.46,,,,,,,,,0.01,,,,,0.53,0.00
15_82,001,0.02,,,,,,,0.03,0.19,0.29,,0.07,,,0.41,
15_82,130,,,,,,,,0.23,0.19,0.42,,,,,0.16,
15_83,001,0.17,,,,,,,,0.04,0.11,,,,,0.68,
15_83,130,,,,,,,,0.02,0.04,0.28,,0.02,,,0.64,
15_84,001,0.01,,,,,,,,0.19,0.22,,,,,0.58,
15_84,130,0.00,,,,,,,0.02,0.12,0.22,,0.04,,,0.61,
15_85,130,0.01,,,,,,,,0.07,0.28,,,,,0.64,
158_58,057,0.00,,,,0.01,,0.07,0.00,0.32,0.05,0.14,0.00,,,0.41,0.00
158_58,no data,0.01,,,,,,0.00,0.16,0.00,0.00,0.00,0.82,,,0.01,
158_59,056,,,,,,,0.02,,0.98,,0.00,,,,0.00,
158_59,057,,,,,,,0.00,,0.60,0.00,0.13,,,,0.27,
158_60,056,,,0.00,,,,0.00,,0.84,0.00,0.05,,,,0.10,
158_60,057,,,,,,,0.00,,0.79,,0.03,,,,0.18,
158_61,056,,,0.00,,,,0.01,,0.66,0.03,0.08,0.00,,,0.21,0.00
15_86,130,0.01,,,,,,0.02,0.01,0.03,0.44,,0.00,,,0.50,
158_62,056,,,,,,,0.00,0.00,0.57,0.01,0.13,0.00,,,0.27,0.02
158_63,056,,0.00,,,,,0.02,,0.41,0.08,0.08,,,,0.41,0.00
158_64,056,0.00,0.02,0.00,,,,0.04,,0.35,0.18,0.06,,,,0.36,0.00
158_65,056,0.00,,,,,,0.01,,0.24,0.23,0.07,,,,0.45,
158_66,056,0.00,,,,,,0.00,,0.35,0.10,0.06,,,,0.49,
158_67,050,,,,,,,,,0.69,,0.25,,,,0.06,
158_67,053,,,,,,,0.01,,0.48,0.01,0.07,,,,0.42,
158_67,056,,,,,,,0.04,,0.30,0.13,0.02,,,,0.51,
158_68,050,,0.34,,,0.01,,0.05,,0.07,0.17,0.17,,,,0.19,0.00
158_68,053,,,0.00,,,,0.03,,0.24,0.01,0.18,,,,0.53,
158_69,050,0.00,0.72,,,0.01,0.00,0.04,0.01,0.01,0.03,0.01,,0.01,,0.10,0.06
158_69,053,,,,,,,0.09,,0.29,,,,,,0.62,
158_70,050,0.01,0.67,,,0.05,0.01,0.07,0.04,,0.01,,0.01,0.01,,0.00,0.13
158_71,050,0.01,0.50,,0.01,0.10,0.19,0.11,0.01,,0.00,,0.00,0.01,,0.00,0.07
158_71,054,,1.00,,,,,,,,,,,,,,
15_87,130,0.04,,,,,,,0.01,0.03,0.23,,0.15,,,0.55,
158_72,050,0.03,0.55,,,0.00,,0.13,,,0.26,,,0.03,,0.00,
158_72,054,0.11,0.00,,,0.00,,0.03,,,0.61,0.00,,,,0.25,
158_73,054,0.00,,,,,,0.06,,0.00,0.28,0.00,,,,0.65,
158_74,054,0.03,,,,,,0.00,,0.02,0.26,0.01,,,,0.68,
158_75,054,0.03,,,,,,0.02,,0.02,0.41,0.04,,,,0.46,0.01
158_76,054,0.04,0.00,,,,,0.06,,,0.80,0.01,,0.00,,0.08,
158_77,054,0.02,0.00,,,0.00,,0.05,0.01,,0.69,0.01,,0.11,,0.12,
158_78,054,0.00,,,,0.00,,0.04,0.00,,0.39,0.03,,,,0.53,
158_78,064,,,,,,,0.03,,,0.17,0.19,,,,0.62,
158_79,054,,,,,,,,,,0.39,0.01,,,,0.60,
158_79,064,,,,,,,0.03,,0.00,0.32,0.11,,0.02,,0.52,0.00
158_80,064,,,,,,,0.01,,0.00,0.35,0.07,,,,0.57,
158_81,064,,,,,,,0.01,,,0.18,0.13,,,,0.69,
15_88,130,0.01,,,,,,,0.00,0.07,0.27,,0.00,,,0.64,
158_82,064,,,,,,,0.01,,,0.20,0.05,,,,0.73,
158_82,248,,,,,,,,,,0.02,0.43,,,,0.55,
158_83,064,,,,,,,0.03,,,0.29,0.05,,,,0.63,
158_83,248,,,,,,,0.02,,,0.15,0.22,,,,0.61,
158_84,248,,,,,,,0.01,,0.00,0.23,0.10,,,,0.66,
158_85,248,0.01,,,,0.00,0.00,0.02,,0.00,0.28,0.18,,,,0.51,
158_86,248,0.03,,,,0.00,,0.02,,0.00,0.12,0.10,,,,0.72,
158_86,249,,,,,,,0.01,,,0.23,,,,,0.76,
158_87,248,0.03,,,,,,,,,0.17,,,,,0.81,
158_87,249,0.05,,,,,,0.01,,,0.32,0.00,,,,0.61,
158_88,249,0.13,,,,0.00,,0.01,,,0.43,,,,,0.42,
158_89,249,0.11,,,,,,0.01,,,0.55,,,,,0.33,
158_90,244,0.18,,,,0.01,0.00,,,,0.61,,,,,0.20,
158_90,249,0.34,,,,,,0.02,,,0.48,,,,,0.16,
158_91,244,0.10,0.23,,,0.01,0.00,0.02,,,0.57,,,0.01,,0.06,
15_89,130,0.00,,,,,,,0.00,0.02,0.15,,0.02,0.00,,0.80,
158_92,244,0.01,0.88,,0.00,0.05,0.01,0.03,,,0.01,,,0.00,,0.01,
158_93,244,,0.95,,,0.02,0.00,0.03,,,0.00,,,,,,
158_94,244,0.01,0.94,,,0.01,,0.02,,,,,0.01,,,,
158_95,244,,0.95,,0.00,0.01,0.00,0.03,,,,,,,,,
158_96,244,0.00,0.94,,0.00,0.02,0.01,0.04,,,0.00,,,,,,
158_97,244,,0.94,,0.00,0.01,0.00,0.04,,,,,,,,,
158_98,237,,0.94,,,0.04,0.00,0.02,,,,,,,,,
158_98,244,,0.90,,0.01,0.03,0.01,0.05,,,,,,,,,
158_99,237,,0.95,,,0.02,0.00,0.01,,,,,,0.02,,,
158_99,244,,0.93,,,0.02,0.00,0.04,,,,,,,,,
15_90,130,,,,,,,,,0.01,0.18,,0.02,,,0.79,
159_100,237,,0.97,,,0.00,,0.03,,,,,,,,,
159_100,244,,0.97,,,0.00,,0.03,,,,,,,,,
159_101,237,0.00,0.95,,,0.01,0.00,0.03,,,,,,0.01,,,
159_101,244,,0.96,,,0.02,,0.02,,,,,,,,,
159_102,237,0.01,0.76,,0.00,0.00,0.00,0.04,,,0.01,,0.00,0.17,,0.00,0.00
159_103,237,0.01,0.54,,,0.00,,0.06,,,0.02,,0.00,0.37,,,
159_104,237,0.00,0.62,,,0.00,0.00,0.06,,,0.02,,,0.29,,0.00,0.00
159_105,237,0.00,0.65,0.00,,0.01,0.00,0.07,,,0.03,,0.01,0.23,,0.00,0.00
159_105,238,,0.97,,,,,0.03,,,,,,,,,
159_106,237,0.00,0.84,,,,0.00,0.06,,,0.01,,,0.09,,0.00,0.00
159_106,238,0.01,0.81,,0.00,0.00,0.00,0.05,,,0.02,,,0.10,,0.00,0.00
159_107,238,0.00,0.83,,,0.01,0.00,0.05,,,0.00,,,0.11,,0.00,
159_108,238,,0.89,,,0.01,0.00,0.03,,,0.00,,,0.07,,,
159_109,238,,0.80,,,0.01,0.01,0.04,,,0.01,,,0.14,,,
159_110,238,0.00,0.79,,,0.00,0.00,0.03,,,0.01,,,0.17,,,
159_111,238,,0.83,,,0.01,,0.05,,,,,,0.11,,,
159_111,239,0.00,0.58,,,,,0.02,,,0.01,,0.00,0.39,,,
159_111,242,0.00,0.49,,,0.00,,0.01,,,0.03,,0.00,0.48,,,
159_112,239,,0.74,,,,,0.02,,,,,,0.25,,,
159_112,242,0.00,0.50,,,0.00,,0.02,,,0.31,,,0.16,,,
15_91,130,0.00,,,,0.00,0.00,0.01,0.02,0.02,0.27,,,,,0.67,
159_113,242,0.00,0.58,,,0.01,0.02,0.03,,,0.23,,0.00,0.12,,,0.00
159_114,242,0.00,0.72,,,0.01,0.00,0.03,,,0.03,,0.00,0.20,,,
159_115,242,0.00,0.85,,,0.01,,0.01,,,0.02,,0.00,0.11,,,
159_116,242,0.00,0.84,,,0.02,0.01,0.05,,,0.06,,,0.02,,,
159_117,242,0.00,0.85,,,0.02,0.00,0.05,,,0.03,,,0.05,,,
159_118,242,0.00,0.81,,0.00,0.06,0.05,0.06,,,0.01,,,0.00,,,
159_119,242,0.00,0.69,0.00,,0.03,0.00,0.06,,,0.19,,,0.02,,0.00,
159_120,242,0.02,0.81,0.00,,0.02,0.00,0.05,,,0.07,,0.00,0.01,,0.00,
159_121,242,0.01,0.52,0.00,0.00,0.03,0.01,0.07,,,0.19,,0.07,0.06,,0.03,0.02
159_122,223,,0.08,,,0.01,,0.02,,,0.81,,,0.02,,0.07,
159_122,242,,0.32,0.00,,0.06,0.00,0.07,,,0.26,,0.04,0.15,,0.09,0.01
159_123,224,,0.00,0.00,,0.02,0.00,0.02,,0.01,0.52,,0.21,,,0.21,0.01
159_123,225,,,,,,,,,0.01,0.92,,,,,0.07,
159_123,242,,0.30,,,0.04,,0.06,,,0.42,,0.00,0.06,,0.10,0.00
159_124,224,,,0.01,,0.01,0.00,0.03,,0.09,0.47,,0.18,,,0.21,0.00
159_125,224,,,0.02,,,,,,0.25,0.42,,,,,0.30,0.00
159_126,224,,0.00,0.09,,,,,0.00,0.26,0.35,0.00,,,,0.29,0.00
159_127,224,,0.00,0.13,,,,,0.00,0.31,0.05,0.02,,,,0.49,
159_128,224,0.00,,0.13,,,,,,0.70,0.00,0.01,,,,0.16,
159_129,224,0.01,,0.00,,,,,,0.86,0.01,0.00,,,,0.12,
159_130,224,0.02,,,,,,,,0.91,0.00,,0.00,,,0.07,
159_131,224,0.09,,,,,,,0.00,0.81,0.00,,,,,0.09,
159_132,224,0.73,,,,,,,,0.11,0.01,,0.00,,,0.14,
159_132,229,0.87,,,,,,,,0.00,0.02,,,,,0.11,
159_133,224,0.87,,,,,,,,0.01,,,,,,0.12,
159_133,229,0.65,,,,,,,0.00,0.06,0.01,,0.00,,,0.27,
159_134,229,0.48,,,,,,,0.00,0.30,0.02,,0.00,,,0.20,
159_135,229,0.37,,,,,,,,0.33,0.05,,0.00,,,0.25,
159_136,229,0.02,,,,,,,0.00,0.38,0.02,,,,,0.57,
159_137,229,0.03,,,,,,,,0.54,0.02,,,,,0.41,
159_138,229,0.01,,,,,,,0.01,0.43,0.03,,,,,0.51,
159_139,229,0.00,,,,,,,,0.40,0.08,,,,,0.51,
159_140,229,0.04,,,,,,,0.00,0.36,0.07,,,,,0.54,
159_141,229,0.04,,,,,,,0.00,0.28,0.09,,,,,0.60,
159_142,229,0.00,,,,,,,0.00,0.44,0.05,,,,,0.50,
159_142,278,0.01,,,,,,,0.00,0.74,0.04,,,,,0.21,
159_143,278,0.00,,0.00,,,,,,0.59,0.09,0.00,,,,0.31,0.00
159_144,278,,,0.00,,,,,,0.33,0.00,0.00,,,,0.66,0.00
159_145,278,0.20,,,,0.00,,0.03,,,0.00,,,,,0.75,0.02
159_146,278,0.90,,,,,,,,,,,0.06,,,0.04,0.00
159_147,278,0.81,,,,,,,,,0.00,,0.07,,,0.11,0.00
159_148,278,0.27,,,,0.01,,0.01,,,0.00,,,,,0.70,0.00
159_149,278,0.04,,,,,,,,,,,,,,0.96,
159_149,279,,,,,,,,,,,,,,,1.00,
159_150,278,0.00,,,,0.01,,0.01,,,,,,,,0.98,
159_150,279,0.02,,,,0.00,,0.02,,,,,,,,0.96,
159_151,279,,,,,,,,,,,,,,,1.00,
159_152,279,,,,,,,,,,,,,,,1.00,
159_152,298,,,,,,,,,,,,,,,1.00,
159_153,279,,,,,,,,,,,,,,,1.00,
159_153,298,,,,,0.00,,0.00,,,,,,,,1.00,
159_154,298,,,,,0.00,,0.03,,,0.00,,,,,0.97,
159_155,298,0.00,,,,0.00,,0.01,,,,,,,,0.99,
159_156,298,0.00,,,,0.00,,0.01,,,0.00,,,,,0.99,
159_157,298,,,,,,,,,,,,,,,1.00,
159_158,298,0.03,,,,,,,,,,,,,,0.97,
159_159,298,0.12,,,,,,,,,,,,,,0.88,
159_160,298,0.00,,,,0.00,,0.00,,,,,,,,1.00,
159_161,298,0.01,,,,0.01,,0.01,,,,,,,,0.98,
159_162,285,,,,,,,,,,,,,,,1.00,
159_162,298,0.00,,,,,,,,,,,,,,1.00,
159_163,285,,,,,,,,,,,,,,,1.00,
159_163,298,,,,,,,,,,,,,,,1.00,
159_164,285,,,,,,,0.00,,,,,,,,1.00,
159_164,298,,,,,,,,,,,,,,,1.00,
159_165,285,0.00,,,,,,0.01,,,,,,,,0.99,
159_166,285,0.00,,,,,,,,0.00,,,,,,1.00,
159_167,285,0.00,,,,,,,,,,,,,,1.00,
159_168,285,0.00,,,,,,,,,,,,,,1.00,
159_169,285,0.02,,,,,,,,,,,,,,0.98,
159_170,285,0.24,,,,,,,,,,,,,,0.76,
159_171,285,0.11,,,,0.01,0.00,0.01,,,,,,,,0.87,
159_172,285,0.03,,,,,,,,,,,,,,0.97,
159_173,285,0.05,,,,,,,,,,,,,,0.95,
159_173,287,0.02,,,,,,,,,,,,,,0.98,
159_174,287,0.03,,,,0.01,,0.01,,,,,,,,0.95,
159_175,287,0.01,,,,0.01,,0.00,,,,,,,,0.98,
159_176,287,0.00,,,,0.01,,0.01,,,,,,,,0.98,
159_177,287,0.01,,,,0.01,,0.00,,,,,,,,0.97,
159_177,288,,,,,0.01,,0.00,,,,,,,,0.99,
159_178,288,0.00,,,,,,,,,,,,,,1.00,
159_179,288,0.00,,,,,,,,,,,,,,1.00,
159_180,288,,,,,,,,,,,,,,,1.00,
159_181,288,0.02,,,,0.01,,0.00,,,,,,,,0.96,
159_182,288,0.29,,,,,,,,,0.00,,,,,0.71,
159_182,no data,0.08,,,,,,,,,,,,,,0.92,
159_183,288,0.00,,,,,,,,,,,,,,1.00,
159_183,no data,0.02,,,,,,,,,,,,,,0.98,
15_92,130,0.02,,,,0.00,,0.01,0.00,0.05,0.39,,,0.00,,0.53,
15_93,130,0.01,,,,,,,0.00,0.23,0.25,,,0.00,,0.51,
15_94,130,0.01,,,,,,,,0.62,0.06,0.00,0.00,,,0.31,
15_95,130,0.20,,,,0.00,,,,0.53,0.05,0.00,0.00,,,0.21,
15_95,262,0.21,,0.00,,,,,,0.57,0.04,,,,,0.19,
159_58,057,0.00,,0.00,,0.00,,0.09,0.00,0.50,0.01,0.11,0.00,,,0.27,0.00
159_58,no data,0.00,,,,,,0.00,0.10,,0.00,0.00,0.89,,,0.00,
159_59,057,,,0.00,,,,0.03,,0.67,0.00,0.07,,,,0.22,
159_60,056,,,,,,,0.01,,0.99,,,,,,0.00,
159_60,057,,,,,,,0.01,,0.77,,0.07,,,,0.16,
159_61,056,,,,,,,0.00,,0.84,0.00,0.06,,,,0.09,
159_61,057,,,,,,,,,0.56,0.01,0.14,,,,0.30,
159_62,056,,,,,,,,,0.67,0.00,0.12,,,,0.21,
15_96,262,0.12,,,,,,0.00,,0.46,0.00,,,0.01,,0.40,
159_63,056,,,,,0.00,,0.02,,0.58,0.01,0.11,0.01,,,0.26,0.01
159_64,056,0.00,0.00,,,,,0.03,,0.44,0.08,0.19,,,,0.26,0.00
159_65,056,0.00,,,,,,0.04,,0.38,0.09,0.16,,,,0.32,
159_66,056,0.00,,,,,,0.01,,0.27,0.11,0.07,,,,0.53,
159_67,053,0.02,,,,,,0.00,,0.17,0.28,0.13,,,,0.41,
159_67,056,0.01,,,,,,0.02,,0.30,0.11,0.03,,,,0.53,
159_68,050,,,,,,,,,0.36,,,,,,0.64,
159_68,053,0.00,,,,,,0.02,,0.32,0.05,0.16,,,,0.45,
159_69,050,0.00,0.18,,,0.00,,0.06,,0.05,0.20,0.04,,,,0.47,
159_69,053,,0.01,,,,,0.04,,0.14,0.04,0.16,,,,0.62,
159_70,050,0.00,0.63,,,0.02,,0.07,,0.01,0.09,0.01,,0.06,,0.09,
159_71,050,0.06,0.73,,,0.02,0.01,0.07,0.01,,0.01,,,0.03,,0.01,0.05
159_72,050,0.01,0.66,,,0.01,,0.08,0.02,,0.05,,,0.01,,0.00,0.16
159_72,054,,,,,,,,,,0.98,,,,,0.02,
15_97,262,0.04,0.23,,,0.01,,0.03,0.05,0.02,0.05,,,0.13,,0.44,
159_73,050,0.04,0.15,,,0.01,,0.10,0.02,,0.45,,,,,0.10,0.15
159_73,054,0.02,,,,,,0.02,,,0.45,0.01,,,,0.50,
159_74,054,0.07,,,,,,0.02,,0.00,0.49,0.01,,,,0.42,0.00
159_75,054,0.04,,,,,,0.03,,0.00,0.54,0.03,,,,0.35,0.01
159_76,054,0.07,0.05,,,,,0.04,,0.00,0.62,0.01,,0.09,,0.12,
159_77,054,0.03,,,,,,0.04,,,0.81,0.01,,0.00,,0.10,
159_78,054,0.01,0.03,,,,,0.06,0.01,,0.41,0.05,,0.27,,0.15,0.00
159_79,054,,,,,,,0.02,,,0.23,0.05,,0.04,,0.65,
159_79,064,,,,,,,0.09,,,0.29,0.13,,,,0.50,
159_80,054,,,,,,,0.03,,,0.34,0.08,,,,0.55,
159_80,064,,,,,,,0.04,0.01,0.00,0.21,0.09,,,,0.64,0.01
159_81,064,,,,,,,0.01,,0.00,0.19,0.13,,,,0.68,
159_82,064,0.01,,,,,,0.02,0.02,,0.26,0.04,0.10,,,0.54,0.00
15_98,262,0.78,0.03,,,,,,0.03,,0.04,,,0.00,,0.13,
159_83,064,,,,,,,0.01,,0.00,0.20,0.07,,,,0.72,
159_83,248,,,,,,,0.06,,,0.11,0.10,,,,0.72,
159_84,064,0.07,,,,0.01,0.00,0.03,,0.00,0.02,0.11,,,,0.76,
159_84,248,0.02,,,,0.00,,0.02,,,0.02,0.36,,,,0.59,
159_85,064,0.07,,,,0.02,,0.05,,,0.00,0.15,,,,0.72,
159_85,248,0.02,,,,0.01,,0.07,,0.01,0.01,0.28,0.00,,,0.60,
159_86,064,0.00,,,,,,,,0.01,,0.23,,,,0.75,
159_86,248,0.01,,,,0.00,,0.02,,0.03,0.03,0.32,,,,0.58,
159_86,249,,,,,,,,,,0.11,0.11,,,,0.77,
159_87,248,,,,,,,,,0.00,0.05,0.26,,,,0.68,
159_87,249,0.03,,,,,,,,0.01,0.22,0.26,,,,0.48,
159_88,249,0.07,,,,0.00,,0.01,,0.00,0.32,0.06,,,,0.55,
159_89,249,0.08,,,,,,0.02,,,0.50,0.00,,,,0.39,
159_90,244,,,,,,,,,,1.00,,,,,,
159_90,249,0.13,,,,,,0.02,,,0.59,0.00,,,,0.26,
